93,当世界背叛你的那天到来时，我会为你背叛全世界。,h,23,1
94,失去的东西虽然拿不回来，但是，忘记的事情是可以想起来的。,h,28,1
95,想了解喜欢的人，可是，却不能理解。,h,17,1
96,当你想做一件事，却无能为力的时候，是最痛苦的。,h,23,1
97,能够原谅女人的，才是男人。,h,13,1
98,就连一直都无容身之地的我??也不是可以任意舍弃的生命。,h,27,1
99,没有期盼就不会出现奇迹。,h,12,1
100,面对无知的嘲笑，我只能为他们默哀。,h,17,1
101,从小好女色的男人的想像力比不上狗。,h,17,1
102,生我何用？不能欢笑。灭我何用？不减狂骄。,h,20,1
103,愿风指引着你的道路，愿你的刀刃永远锋利。,h,20,1
104,什么都无所谓只想在你身边，什么都无所谓只想和你说话，什么都无所谓所以请你不要逃避。,h,41,1
105,挡着在我们面前的是巨大庞然的人生，阻隔在我们中间的是广阔无际的时间，对于他们，我们无能为力??,h,47,1
106,心，可是很重的。,h,8,1
107,既然如此，就再努力一次吧。别在这里愁眉不展，也不要再自欺欺人，重新来过！,h,36,1
108,人不能一个人活下去，不需要任何人的孤独和需要人但得不到的孤独是不一样的。,h,36,1
109,我的小伙伴们都惊呆了！,h,11,1
110,只要你在，我便无所不能。,h,12,1
111,如果分手的恋人还能做朋友，要不从没爱过，要不还在爱着。,h,27,1
112,我的一生，无怨无悔！,h,10,1
113,不管怎么样，未来都是可以改变的。,h,16,1
114,窃人者，自失其宝。,h,9,1
115,不相信自己的人，连努力的价值都没有。,h,18,1
116,比起有一百个朋友，不如有个比一百人还要重要的真心朋友。,h,27,1
117,我觉得，我这辈子最灿烂的笑容，大概都奉献给我电脑屏幕了。,h,28,1
118,“你没车没房没卡,h,8,1
119,没有谁能够永远坚强下去的，每个人都会有疲累的无法站起的时候。世间的故事，就是为了这一刻而存在的哦。,h,49,1
120,越是锐利的小刀切完东西后就越容易变钝。,h,19,1
121,请不要忘记，那给你带来感动的，名为二次元的理想乡。,h,25,1
122,喜欢大胸只是本能，喜欢贫乳才是审美。,h,18,1
123,已经无法回到过去了。也不知道将来会是什么模样。,h,23,1
124,谎言不一定是谎言，被发现的谎言，才算是谎言。,h,22,1
125,你的心可以属于耶稣，但你的屁股永远属于陆战队！,h,23,1
126,不管看到什么样的过去，都请不要迷失自己，不管你变成什么样子，我都是你的同伴。,h,38,1
127,人一生会遇到约2920万人，两个人相爱的概率是0.000049。所以你不爱我，我不怪你。,h,44,1
128,隐约雷鸣，阴霾天空，即使天无雨，我亦留此地。,h,22,1
129,少罗嗦，你还不如虫子呢！,h,12,1
130,烈焰中舞动的火花，将赐予邪恶异性交往以天罚。,h,22,1
131,风筝的线你随时可以放开，只是别盼望我会回来。,h,22,1
132,我只是做了我能做的事，没有时间想将来。,h,19,1
133,树上的鸟儿成双对，对面的冤家你想掐死谁。,h,20,1
134,时间并不存在，存在的只有此刻。,h,15,1
135,爱,h,1,1
136,知道活着的痛苦处的人就能对人温柔，这和软弱是不一样的。,h,27,1
137,我会继续等着你，就算是一万二千年。,h,17,1
138,我们的夏天仍未结束。,h,10,1
139,我想要握紧的并不是匕首或是什么，只不过是他的掌心而已。,h,27,1
140,记性太好，有时候是一种负担。容易忘记往事的人，是幸福的。,h,28,1
141,什么都无法舍弃的人，什么都无法改变 。,h,19,1
142,我们所过的每个平凡的日常，也许就是连续发生的奇迹。,h,25,1
143,与你的生命等价的东西，这个世界上根本没有。,h,21,1
144,比自己,h,3,1
145,我到底要以怎么样的速度生活才能与你再次相遇？,h,22,1
146,隐约雷鸣，阴霾天空，但盼风雨来，能留你在此。,h,22,1
147,没有动漫的世界，就是没有的光明的大地！,h,19,1
148,男人许下的诺言就一定要遵守。,h,14,1
149,那天放学的时候人很多。楼道很挤，你的手不小心碰到了我的手背，这是我漫长而又短暂的初恋。,h,43,1
150,患了中二病，等于有了一种信仰。,h,15,1
151,我的愿望是―幸福地活着，幸福地死去。,h,18,1
152,既不回头，何必不忘；既然无缘，何须誓言；今日种种，似水无痕；明夕何夕，君已陌路。,h,40,1
153,代表月亮消灭你！,h,8,1
154,刁蛮少女贵千金，比武招亲动芳心。盼能与君长相依，结伴江湖侠侣行。,h,32,1
155,有些人，一旦遇见，便一眼万年；有些心动，一旦开始，便覆水难收。,h,31,1
156,人は一生、中二病なんだ。,h,12,1
157,微风摇曳着窗帘，夕阳斜射入教室，在那里鼓起勇气告白的少年。即使现在也能清晰地回想起她的声音「当朋友，不行吗？」,h,55,1
158,就算鼻血流尽，也不能放弃妄想。,h,15,1
159,H什么的最讨厌了！,h,9,1
160,我喜欢你们！超喜欢的！大家和我交往吧！绝对会让你们幸福的！,h,29,1
161,君子可寓意于物，但不可留意于物。,h,16,1
162,如果你愿意的话，让我带您去吧，这座小镇，愿望实现的地方??,h,29,1
163,?─ぃ?─ぃ?─ぃ?,h,10,1
164,姑娘们啊，要在该认真的地方全力认真，当你不想认真的时候不妨笑笑。,h,32,1
165,如果没什么好事发生的话，就把没有发生坏事的每一天当作好事吧。,h,30,1
166,自身不先改变的话，一切都不会改变。,h,17,1
167,一定是红线下得太乱，才不小心把我和你绑在一起了……却没系稳。,h,30,1
168,我不渴望什么在别的城市迎来的春天，只要和你在一起的春天就好，只要和你在一起就好??,h,41,1
169,应该可以了吧，我已经很努力了，应该可以抵达终点了??,h,26,1
170,此时此刻一切都是静寂的，只剩下我与你的世界，这就是爱？,h,27,1
171,我们开始一起攀登，这长长的，长长的坡道。,h,20,1
172,明明只是活着，哀伤却无处不在??,h,16,1
173,扎古不论怎么化妆都不可能变成高达的。,h,18,1
174,人生在世何其痛苦，所以咖啡至少该甜一点。,h,20,1
175,问君能有几多愁？恰似一部新番没看头。,h,18,1
176,看到的感受到的永远都不会消失永远都不会忘记，与各种各样的相遇一同永存。,h,35,1
177,以盐水作配菜，糖水做主食，就有种奢侈的感觉呢。,h,23,1
178,比起悲伤来说，无法分享快乐这件事，要更加的寂寞吧。,h,25,1
179,老是低着头，幸福可是会离你而去的喔。,h,18,1
180,勇气，就是即便害怕也会去做。,h,14,1
181,人生最糟糕的事，一个是饿肚子，一个是孤独。,h,21,1
182,低头不是认输，是要看清自己的路；昂头不是骄傲，是要看清自己的天空。,h,33,1
183,我能够允许你逃避过去，不过至少从现在或者明天开始都不要再逃避。,h,31,1
184,我的终点，与幸福同在。,h,11,1
185,努力是不会背叛自己的，虽然梦想有时会背叛自己。,h,23,1
186,想要试着去相互接近，但最后还是无法敞开心扉，结果就是擦肩而过??,h,32,1
187,All for one,h,11,1
188,Yesterday is a history,h,22,1
189,因为我喜欢你，喜欢得想吃掉你啊！,h,16,1
190,你永远是我唯爱旅行中名为秘密的起点站。,h,19,1
191,无论在哪里遇到你，我都会喜欢上你。,h,17,1
192,不会停的雨的确存在，但是撑起伞来就行了，接下来抬起头前进，这样一来，偶尔会出现下着太阳雨的日子，经过阳光的反射闪闪发亮的雨滴，一定非常美丽。,h,70,1
193,研表究明，汉字的序顺并不定一能影阅响读，比如当你看完这句话后，才发这现里的字全是都乱的。,h,44,1
194,倘若只是为了驱赶心中的寂寞，找谁都可以的。,h,21,1
195,地球只有一个，而欧派有两个。,h,14,1
196,风停之后再扬帆，船绝不会前行。,h,15,1
197,虽有遗憾，并无后悔。,h,10,1
198,过去的事情可以不忘记，但一定要放下。,h,18,1
199,真相只有一个！,h,7,1
200,我敬你是条汉子！,h,8,1
201,Nothing is true,h,15,1
202,情深不寿，强极则辱，谦谦君子，温润如玉。,h,20,1
203,生活就像超级女生，走到最后的都是纯爷们。,h,20,1
204,不要，我现在暂时留在他身边，直到那转瞬即逝的日子到来。,h,27,1
205,男人从小的时候就是无药可救的。,h,15,1
206,最好的感觉，是有人懂你的欲言又止。,h,17,1
207,承君此诺，必守一生。,h,10,1
208,彼此相互推卸不幸是没有结果的。,h,15,1
209,像平常的你一样引发奇迹吧-,h,13,1
210,离别并不痛苦，因为我们都微笑着。,h,16,1
211,如果还有来生 ，我无论如何都要来到你身边，我已经没有了其他想要追求的东西，因为没有比你更重要的了。,h,49,1
212,算了，和你说话感觉就像是大姨妈来了。,h,18,1
213,最近困扰我的是小小的分别，总会带来一丝寂寞。短暂的相遇和分别那一分一秒的时间都让我想要无比珍惜。,h,48,1
214,故乡的云。上古的玉。随手的诗。十九岁的你。,h,21,1
215,工程穷三代，考古毁一生。,h,12,1
216,就算你已经不在，就算你身边的人已经不再是我，我也会坚强的活下去，为了你。,h,36,1
217,弱小和无知不是生存的障碍，傲慢才是。,h,18,1
218,这个城市大得让人到处能一见钟情，却没法重逢。,h,22,1
219,我没有梦想，但是我能保护！,h,13,1
220,胜而不灭，霸而不辱，这才是真正的征服。,h,19,1
221,用我一生，换你十年天真无邪。,h,14,1
222,我要拼，装上假牙也要拼！,h,12,1
223,重要的不是你做了多少事，而是你放了多少心思进去。,h,24,1
224,自己的感觉，不说出来，别人也不会懂，如果不懂，就应该互相沟通。,h,31,1
225,那双紧握不放的手??抓住的是希望??亦或是?望??,h,25,1
226,我有在反省，但我不后悔。,h,12,1
227,我的眼睛，就是为了寻找你而存在的。,h,17,1
228,我在人生的道路上迷失了。,h,12,1
229,即使如此，我也有我想保护的世界！,h,16,1
230,既不回头，何必不忘；既然无缘，何必誓言；今日种种，似水无痕。,h,30,1
231,只有破碎的心才有伤人的棱角。,h,14,1
232,智商是硬伤。,h,6,1
233,无论是丢下还是被丢下，都是一样痛苦的。,h,19,1
234,有一种无奈叫做，你明明是只候鸟，却喜欢上只能给你冬天的人。,h,29,1
235,所以，他们的祭典还没结束。,h,13,1
236,梦+想=梦想，这个等式是不成立的。,h,17,1
237,我一直都在你身边 ，一直都在。,h,15,1
238,与众不同的生活方式很累人呢，因为找不到借口。,h,22,1
239,只要有想见面的人，自己就不再是孤单一人。,h,20,1
240,如果你不能击败你的敌人，那么就加入他们。,h,20,1
241,给我一个电话亭，我要拯救地球。,h,15,1
242,二次元什么的我本来是不感冒的，直到我的膝盖中了一箭。,h,26,1
243,求求你，不要对我这么温柔！,h,13,1
244,每当对这个世界感到绝望的时候，买一包泡面，然后告诉自己：我们的泡面是有酱包的。,h,39,1
245,欺骗世界，欺骗最初的你。,h,12,1
246,我如朝露降人间，和风樱花随春谢。四十九年一朝梦，一期荣华一杯酒。,h,32,1
247,就算一次也好，我想在这颗星球上尽情奔跑。,h,20,1
248,有被杀的觉悟，才有资格开枪。,h,14,1
249,你制定的计划是.txt还是.exe?,h,18,1
250,我决定以人类的一个方法来感激你，我打算以身相许！,h,24,1
251,你需要找出面对明天的力量。,h,13,1
252,可是就算我们通一千次短信，我们各自的心，大概也只会相互靠近一厘米吧。,h,34,1
253,既然忘不掉，就把它留在心中，让时间去冲淡它。,h,22,1
254,我不是萝莉控，是妹控啊！,h,12,1
255,我们一路奋战，不是为了改变世界，而是为了不让世界改变我们。,h,29,1
256,龙儿是我的，谁都不准碰！,h,12,1
257,我会跟她结婚，并不是因为她是计算机，而是因为她就是她。同样的，我会喜欢你，也是因为你就是你。,h,46,1
258,男人就应该保持冷静，沸腾的水只会被蒸发掉。,h,21,1
259,和哥哥的便当比起来夜空的薯片就像大便一样！只会给我大便的大便夜空是笨蛋～笨蛋～,h,39,1
260,真可悲，你什么都不知道，在这个世界上没有什么是不重要的！,h,28,1
261,我是一个经常笑的人，可我不是经常开心的人。,h,21,1
262,リア充死ね！,h,6,1
263,再强的敌人在最后一集的主角面前也是渣渣。,h,20,1
264,哭泣并不能改变任何事情。,h,12,1
265,羁绊是那不可切断的深切联系。即使分离，心与心也紧紧的连在一起。,h,31,1
266,我和我的小伙伴们都惊呆了！,h,13,1
267,世界这么大，人生这么长，总会有那么一个人，让你想要温柔的对待。,h,31,1
268,没有回忆就去创造回忆，没有道路就去开辟道路。,h,22,1
269,不敢正视你的眼睛，是怕我每一个眼神都在告白。,h,22,1
270,错误可不是为了别人才改的过来的，要为了自己才能改正。,h,26,1
271,燃烧吧，我的小宇宙！,h,10,1
272,我们都在命运之湖上荡舟划桨，波浪起伏着而我们无法逃脱孤航。但是假使我们迷失了方向，波浪将指引我们穿越另一天的曙光。,h,57,1
273,雨，何时停？,h,6,1
274,正因为听不见和看不到，所以风子才会做这样的事情。,h,24,1
275,如果你是我该多好，那你就会知道我有多难过，多喜欢你。,h,26,1
276,就是因为抱有不现实的理想，所以才总是做出如此极端的事情！,h,28,1
277,要超越过去与悲伤，用坚强和笑容去开拓明天。,h,21,1
278,神曲的存在并不是为了享受音乐，而是品味那段最珍贵的回忆。,h,28,1
279,我愿意给你自己所有的快乐，你愿意分担我一半的难过吗？,h,26,1
280,上帝说要有光，于是萝莉就掀起了裙子。,h,18,1
281,有些事情我不看透，不是我笨，只是我太善良。,h,21,1
282,喜欢上你，爱上你，真是太好了，谢谢。,h,18,1
283,人能够在心里郁积那么多的事情，而他们又会忘记那么多的事情，真是不可思议??,h,37,1
284,忘记本身就是一件不可能的事。,h,14,1
285,Time waits for no one.,h,22,1
286,夹在我女友与前女友与青梅竹马间的果然是修罗场！,h,23,1
287,我只对现实世界绝望过，却未对自己绝望过！,h,20,1
288,你有学校也有朋友，但对我来说，我的生活中就只有你。,h,25,1
289,私だって今日こそ... ?野くんに告白するんだ。,h,24,1
290,女人的武器不是眼泪，而是微笑。,h,15,1
291,我裤子都脱了你就给我看这个！！！,h,16,1
292,错的不是我， 错的是世界。,h,13,1
293,世界并不完美，却因此而美丽。,h,14,1
294,我在未来等你。,h,7,1
295,因为无法再见面，所以要笑着说再见。,h,17,1
296,如果能够重生的话，我想，我想成为水母。想成为只是在海里自由地摇摇摆摆的水母。,h,38,1
297,每个凉宫都会遇到属于她的John Smith。,h,23,1
298,旅行唯有出发前最愉快，狗儿唯有叫声最吓人，女人唯有背影最美丽。,h,31,1
299,也许我们都没有长大，只是世界变小了。,h,18,1
300,不要哀求，学会争取；若是如此，终有所获。,h,20,1
301,时间可以治愈？如果时间也病了怎么办？,h,18,1
302,不要祈求生活公平，只需要适应它。,h,16,1
303,成功率不到2%，那剩下的用勇气来补足吧！,h,20,1
304,能够轻易就放弃的梦想，有存在的价值么？,h,19,1
305,一年、两年、三年??十年、百年、千年??即使用永恒的时间来等待，我也想再见你一面。,h,41,1
306,既然我无法停留，那么就飞到我再也不能飞的那一天吧。,h,25,1
307,贫乳是社会地位的象征。是具有稀有价值的！,h,20,1
308,只要能努力，就应当去努力；只要还能前进，就要向前走去。,h,27,1
309,一起去看星星吧。,h,8,1
310,不忘初心，方得始终。,h,10,1
311,一直注视着你，似近似远，总是触碰不到。,h,19,1
312,大地母亲在忽悠着你。,h,10,1
313,你若盛开，清风自来。,h,10,1
314,去死两次！,h,5,1
315,如果聚集负的感情，世界就会陷入负的洪流；反之聚集正的感情，世界就会循着正道而行。,h,40,1
316,对不起，风太大，我没有听清楚??,h,16,1
317,无法飞翔的翅膀也是有意义的，因为它是曾经翱翔于天空所留下的珍贵回忆。,h,34,1
318,今后无论发生什么事也好，这个左手上的??都是同伴的记号！,h,28,1
319,在你最冷的时候，有人不顾自己寒冷抱着你，这就是幸福。,h,26,1
320,重要的是无论我们选择哪条路，都要担负起选择的责任。,h,25,1
321,就算是自私??我也希望那些人能够永远都有笑容??,h,24,1
322,记得当时年纪小，你爱卖萌我爱笑。,h,16,1
323,在走廊上跌倒会流鼻血，在人生中跌倒会流眼泪。,h,22,1
324,流浪去吧，总会在世界的一角找到愿意懂你的人。,h,22,1
325,如果我是那雨滴的话，那么，我能够像把不曾交汇的天空与大地连接起来那样，把某人的心串联起来吗？,h,46,1
326,万书皆下品，唯有萌最高！,h,12,1
327,其实，恋爱这种东西，当你看上人家的那一刹那就已经失败了。,h,28,1
328,前天是小兔子，昨天是小鹿，今天是你。,h,18,1
329,臣妾做不到啊~,h,7,1
330,胸不平何以平天下，乳不巨何以聚人心。,h,18,1
331,恋爱什么的，无非就是大脑的电波式活动造成的bug的一种~,h,28,1
332,要是因为烦恼很痛苦，就选择了轻松的选项，将来一定会后悔。,h,28,1
333,没有什么过不去，只是再也回不去。,h,16,1
334,既然认准这条路，何必去打听要走多久。,h,18,1
335,一天最大任务莫过于，好好睡觉，好好醒来。,h,20,1
336,人的记忆本来就是暧昧的，不值得信任。,h,18,1
337,要么忙着生存要么赶着去死，人总要做点什么。,h,21,1
338,?]有永远下不停的雨。,h,11,1
339,所谓的言语，只有当对方听进去了才开始有意义啊。,h,23,1
340,文能提笔控萝莉，武能床上定人妻。进可欺身压正太，退能提臀迎众基。,h,32,1
341,有些事情本身我们无法控制，只好控制自己。,h,20,1
342,正义不会因为无人歌颂而变成非议。,h,16,1
343,我们的心就像那天空一样，永不分离。,h,17,1
344,人与人在偶然之中创造相遇与别离。,h,16,1
345,过分的神圣，往往比恶魔更加恶质。,h,16,1
346,取少量学生放入试管，加入过量作业，生成学霸溶液和不溶于水的学渣。过滤，在学渣中加入过量浓试卷，学渣迅速溶解且产生气泡，学霸则无明显现象。,h,68,1
347,我手中的魔法，是守护挚爱的力量，是坚定这个信念所必须的力量，我一定会拯救你的，无论在何时、何地。,h,48,1
348,恋ではなく、爱でもなく、もっとずっと 深く重い。,h,24,1
349,烦恼这东西，是只有活着的人，才有的特权哦。,h,21,1
350,树大必有枯枝，人多必有白痴。,h,14,1
351,与其被自己的本性牵着走而痛苦，倒不如试着改变自己。,h,25,1
352,今天你最后遇见的那个人有在微笑吗？,h,17,1
353,呐，知道么，樱花飘落的速度，是每秒五厘米哦~,h,22,1
354,越是试着忘记，越是记得深刻。,h,14,1
355,我的船上没有手下，只有伙伴。,h,14,1
356,无论你在哪里，就算我看不见你，我也会一直注视着你。,h,25,1
357,自己永远是孤单的，但你可以让其他人变得不孤单。,h,23,1
358,生生生生暗生始，死死死死冥死终。,h,16,1
359,那是，未满45秒的邂逅。,h,12,1
360,今天的早餐是：早苗的面包、秋子的果酱和观铃的果汁~,h,25,1
361,我除了投三分，就什么都没有了??,h,16,1
362,想你想到手都断了…,h,9,1
363,缘起，在人群中，我看见你。缘灭，我看见你，在人群中。,h,26,1
364,(」?ω?)」う?！(／?ω?)／にゃ?！,h,21,1
365,这是傻瓜的血脉使然啊。,h,11,1
366,我不会接受我不要的未来，哪怕是命中注定。,h,20,1
367,如果我不会飞，那我就只是一只普通的猪。,h,19,1
368,活着就是为了改变世界。,h,11,1
369,一句话，不足以讲述一个故事，却可以让我们回味那些个动人的瞬间。,h,31,1
370,不能哭！唱歌吧！继续唱下去吧！不是为了赞美神，是为了向神挑战而唱！,h,33,1
371,求你，保护那孩子，消除灾厄，抹除祸事。哪怕??那是我自己??,h,30,1
372,你的那双手呢，是为了紧紧抓住什么而存在的哦。,h,22,1
373,你才是⑨！你全家都是⑨！,h,12,1
374,有你在的日子才是我的日常。,h,13,1
375,从一开始，我就不那么喜欢你。,h,14,1
376,旅行的意义在于找到自己，而非浏览他人。,h,19,1
377,只要你还记得我，我就会一直在你的身边。,h,19,1
378,无论乌云有多浓厚，星星也一定还在，只是暂时看不到了而已。,h,28,1
379,成熟不是人的心变老，是泪在打转还能微笑。,h,20,1
380,拿着刀并且可以让人们变得幸福的只有料理人。,h,21,1
381,“像你这样的白痴是怎么活过来的？”“因为我很自信。,h,25,1
382,有时语言就像把利刃，使用不当，就会成为凶器。,h,22,1
383,是金子一定会发光，是银子一定会花光，是裙子一定会走光，是节操一定要丢光。,h,36,1
384,空山新雨后，兵长一米六。,h,12,1
385,在我年轻的时候，不知道什么是恐惧，可偏偏是你的温柔，让我害怕。,h,31,1
386,人经历风浪是会变得更强，可是船不同，日积月累的只有伤痛。,h,28,1
387,我们在年少时并不知道，有些乐章一旦开始，唱的就是曲终人散。,h,29,1
388,相信十年后的八月，我们还会相遇。,h,16,1
389,只要一息尚存，就还有希望。,h,13,1
390,这一路上有你的陪伴，我不再孤单。,h,16,1
391,只是相谈就会开心起来，沉浸在温柔的眼神当中，竭尽全力的思念，悄悄地奉献。,h,36,1
392,我相信十年后的八月，我们还能再相遇。,h,18,1
393,人总是会变的，不要害怕改变哦。,h,15,1
394,要相信同伴，拯救同伴。,h,11,1
395,君生我未生，我生君已老。 君恨我生迟，我恨君生早。,h,25,1
396,要让一群人团结起来，需要的不是英明的领导，而是共同的敌人。,h,29,1
397,明天，不是你想要就能有的。,h,13,1
398,你还欠我一句对不起，可我不会再说没关系了。,h,21,1
399,共道人间惆怅事，不知今夕是何年。,h,16,1
400,魔非魔，道非道，善恶在人心。欲非欲，情非情，姻缘由天定。,h,28,1
401,命运的红线一旦断了，就再也不会接上。,h,18,1
402,用你的笑容去改变这个世界，别让这个世界改变了你的笑容。,h,27,1
403,我问你：你是我的Master吗？,h,16,1
404,你不会死的，因为我会保护你.,h,14,1
405,以前高中时，羡慕大学考试只要及格就行；现在大学了，怀念高中考试及不及格都行??,h,39,1
406,堕入黑暗?的可怜影子啊，停止伤害他人的行为吧，犯下罪行的灵魂??想死一次么？,h,38,1
407,能哭的地方只有厕所和爸爸的怀里。,h,16,1
408,一个人走在路上，形单影只/回首望去，大家都留在远方/回过头来继续前行，这便是所谓坚强,h,42,1
409,花开花落，再灿烂的星光也会消失。,h,16,1
410,握不住的沙，不如扬了它。,h,12,1
411,只要有你，我便无所不能。,h,12,1
412,你最无暇的时光是哪段，你又把它奉献给了谁？,h,21,1
413,孙大圣，快收了神通吧！,h,11,1
414,败者死于绝望，胜者死于渴望。,h,14,1
415,历史虽然会一再重演，但人类却无法回到过去。,h,21,1
416,无法逃避的是自我，而无法挽回的是过去。,h,19,1
417,走路太骚必摔跤，得瑟过劲会闪腰。,h,16,1
